Year,Sex,Age,Bank account category,Unit measure,Unit multiplier,Observation status,Value
2016/17,,85 and over,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2017/18,,85 and over,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2013/14,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2014/15,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2015/16,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2016/17,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2017/18,,85 and over,Credit Unions,Percentage (%),Units,Undefined,
2013/14,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,
2014/15,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2015/16,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2016/17,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2017/18,,85 and over,Any other type of asset,Percentage (%),Units,Undefined,1.0
2013/14,,85 and over,,Percentage (%),Units,Undefined,92.0
2014/15,,85 and over,,Percentage (%),Units,Undefined,94.0
2015/16,,85 and over,,Percentage (%),Units,Undefined,93.0
2016/17,,85 and over,,Percentage (%),Units,Undefined,94.0
2017/18,,85 and over,,Percentage (%),Units,Undefined,94.0
2013/14,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2014/15,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2015/16,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2016/17,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2017/18,,85 and over,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2013/14,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,8.0
2014/15,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2015/16,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,7.0
2016/17,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2017/18,,85 and over,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2013/14,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,9.0
2014/15,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,8.0
2015/16,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,9.0
2016/17,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2017/18,,85 and over,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2013/14,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,91.0
2014/15,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2015/16,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2016/17,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,93.0
2017/18,,85 and over,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2013/14,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,89.0
2014/15,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2015/16,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,91.0
2016/17,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2017/18,,85 and over,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,92.0
2013/14,Female,,Current account,Percentage (%),Units,Undefined,89.0
2014/15,Female,,Current account,Percentage (%),Units,Undefined,91.0
2015/16,Female,,Current account,Percentage (%),Units,Undefined,91.0
2016/17,Female,,Current account,Percentage (%),Units,Undefined,91.0
2017/18,Female,,Current account,Percentage (%),Units,Undefined,91.0
2013/14,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014/15,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2015/16,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2016/17,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2017/18,Female,,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2013/14,Female,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2014/15,Female,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2015/16,Female,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2016/17,Female,,Basic Bank account,Percentage (%),Units,Undefined,4.0
2017/18,Female,,Basic Bank account,Percentage (%),Units,Undefined,5.0
2013/14,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2014/15,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2015/16,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,3.0
2016/17,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2017/18,Female,,Post Office Card Account (POCA),Percentage (%),Units,Undefined,2.0
2013/14,Female,,ISA,Percentage (%),Units,Undefined,34.0
2014/15,Female,,ISA,Percentage (%),Units,Undefined,34.0
2015/16,Female,,ISA,Percentage (%),Units,Undefined,33.0
2016/17,Female,,ISA,Percentage (%),Units,Undefined,31.0
2017/18,Female,,ISA,Percentage (%),Units,Undefined,30.0
2013/14,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2014/15,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2015/16,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,37.0
2016/17,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,36.0
2017/18,Female,,Other Bank / Building Society account,Percentage (%),Units,Undefined,36.0
2013/14,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,9.0
2014/15,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,9.0
2015/16,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,10.0
2016/17,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,9.0
2017/18,Female,,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,9.0
2013/14,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2014/15,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2015/16,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2016/17,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2017/18,Female,,Unit trusts,Percentage (%),Units,Undefined,2.0
2013/14,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,1.0
2014/15,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2015/16,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2016/17,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2017/18,Female,,Endowment Policy (not linked),Percentage (%),Units,Undefined,
2013/14,Female,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2014/15,Female,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2015/16,Female,,Premium Bonds,Percentage (%),Units,Undefined,14.0
2016/17,Female,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2017/18,Female,,Premium Bonds,Percentage (%),Units,Undefined,13.0
2013/14,Female,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2014/15,Female,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2015/16,Female,,National Savings Bonds,Percentage (%),Units,Undefined,3.0
2016/17,Female,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2017/18,Female,,National Savings Bonds,Percentage (%),Units,Undefined,2.0
2013/14,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2014/15,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2015/16,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2016/17,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2017/18,Female,,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2013/14,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2014/15,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2015/16,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2016/17,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2017/18,Female,,Credit Unions,Percentage (%),Units,Undefined,1.0
2013/14,Female,,Any other type of asset,Percentage (%),Units,Undefined,1.0
2014/15,Female,,Any other type of asset,Percentage (%),Units,Undefined,
2015/16,Female,,Any other type of asset,Percentage (%),Units,Undefined,
2016/17,Female,,Any other type of asset,Percentage (%),Units,Undefined,
2017/18,Female,,Any other type of asset,Percentage (%),Units,Undefined,
2013/14,Female,,,Percentage (%),Units,Undefined,94.0
2014/15,Female,,,Percentage (%),Units,Undefined,95.0
2015/16,Female,,,Percentage (%),Units,Undefined,95.0
2016/17,Female,,,Percentage (%),Units,Undefined,95.0
2017/18,Female,,,Percentage (%),Units,Undefined,95.0
2013/14,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017/18,Female,,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013/14,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,6.0
2014/15,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2015/16,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2016/17,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2017/18,Female,,No accounts (including POCAs),Percentage (%),Units,Undefined,5.0
2013/14,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,7.0
2014/15,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2015/16,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2016/17,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2017/18,Female,,No accounts (excluding POCAs),Percentage (%),Units,Undefined,6.0
2013/14,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2014/15,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2015/16,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2016/17,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,95.0
2017/18,Female,,Any Direct Payment Account (including POCAs),Percentage (%),Units,Undefined,94.0
2013/14,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2014/15,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,93.0
2015/16,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2016/17,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2017/18,Female,,Any Direct Payment Account (excluding POCAs),Percentage (%),Units,Undefined,94.0
2013/14,Female,16 to 24,Current account,Percentage (%),Units,Undefined,85.0
2014/15,Female,16 to 24,Current account,Percentage (%),Units,Undefined,87.0
2015/16,Female,16 to 24,Current account,Percentage (%),Units,Undefined,87.0
2016/17,Female,16 to 24,Current account,Percentage (%),Units,Undefined,87.0
2017/18,Female,16 to 24,Current account,Percentage (%),Units,Undefined,84.0
2013/14,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,2.0
2014/15,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2015/16,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2016/17,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2017/18,Female,16 to 24,NS&I Savings Account,Percentage (%),Units,Undefined,1.0
2013/14,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2014/15,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,6.0
2015/16,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2016/17,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,4.0
2017/18,Female,16 to 24,Basic Bank account,Percentage (%),Units,Undefined,5.0
2013/14,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2014/15,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2015/16,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2016/17,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2017/18,Female,16 to 24,Post Office Card Account (POCA),Percentage (%),Units,Undefined,1.0
2013/14,Female,16 to 24,ISA,Percentage (%),Units,Undefined,14.0
2014/15,Female,16 to 24,ISA,Percentage (%),Units,Undefined,13.0
2015/16,Female,16 to 24,ISA,Percentage (%),Units,Undefined,15.0
2016/17,Female,16 to 24,ISA,Percentage (%),Units,Undefined,13.0
2017/18,Female,16 to 24,ISA,Percentage (%),Units,Undefined,13.0
2013/14,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,20.0
2014/15,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,25.0
2015/16,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,25.0
2016/17,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,21.0
2017/18,Female,16 to 24,Other Bank / Building Society account,Percentage (%),Units,Undefined,22.0
2013/14,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,1.0
2014/15,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,1.0
2015/16,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,2.0
2016/17,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,
2017/18,Female,16 to 24,Stocks and shares / member of a Share Club,Percentage (%),Units,Undefined,1.0
2013/14,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,0.0
2014/15,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2015/16,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,0.0
2016/17,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2017/18,Female,16 to 24,Unit trusts,Percentage (%),Units,Undefined,
2013/14,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2014/15,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2015/16,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2016/17,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2017/18,Female,16 to 24,Endowment Policy (not linked),Percentage (%),Units,Undefined,0.0
2013/14,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,3.0
2014/15,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,3.0
2015/16,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,4.0
2016/17,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,4.0
2017/18,Female,16 to 24,Premium Bonds,Percentage (%),Units,Undefined,2.0
2013/14,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,1.0
2014/15,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2015/16,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2016/17,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2017/18,Female,16 to 24,National Savings Bonds,Percentage (%),Units,Undefined,
2013/14,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2014/15,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2015/16,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,1.0
2016/17,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2017/18,Female,16 to 24,Company Share Scheme / profit sharing,Percentage (%),Units,Undefined,
2013/14,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,1.0
2014/15,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,1.0
2015/16,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2016/17,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,
2017/18,Female,16 to 24,Credit Unions,Percentage (%),Units,Undefined,1.0
2013/14,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2014/15,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2015/16,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2016/17,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,0.0
2017/18,Female,16 to 24,Any other type of asset,Percentage (%),Units,Undefined,
2013/14,Female,16 to 24,,Percentage (%),Units,Undefined,90.0
2014/15,Female,16 to 24,,Percentage (%),Units,Undefined,93.0
2015/16,Female,16 to 24,,Percentage (%),Units,Undefined,91.0
2016/17,Female,16 to 24,,Percentage (%),Units,Undefined,91.0
2017/18,Female,16 to 24,,Percentage (%),Units,Undefined,89.0
2013/14,Female,16 to 24,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,90.0
2014/15,Female,16 to 24,Any type of account (excluding POCAs),Percentage (%),Units,Undefined,92.0
